"Event variant/page","Source","Scene evidence","Role","Character","Lines (zero based)","Classification","Priority","Previous art","Resolved art","Action"
"story-interlude-ashen-leaf-village-92/page:2/This Part Is Ours","src/data/story-interludes.ts:837","The road, Sera and Toma with the model and the letter","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/story-interlude-ashen-leaf-village-92.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-interlude-ashen-leaf-village-92/page:2/This Part Is Ours","src/data/story-interludes.ts:837","The road, Sera and Toma with the model and the letter","actor","Toma Reed","0,1,2,3","KEEP","5","/portraits/cinematic/toma-reed.webp?v=891202c8e","/portraits/cinematic/toma-reed.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-ashen-leaf-village-92/page:3/The Threes","src/data/story-interludes.ts:845","The road, Sera holding the letter flat","background","","0,1,2","REMAP","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/story-interlude-ashen-leaf-village-92.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-interlude-ashen-leaf-village-92/page:3/The Threes","src/data/story-interludes.ts:845","The road, Sera holding the letter flat","actor","Sera Reed","0,1,2","KEEP","5","/portraits/cinematic/storywide/sera-reed.webp?v=891202c8e","/portraits/cinematic/storywide/sera-reed.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-ashen-leaf-village-92/page:4/The Better Winter","src/data/story-interludes.ts:852","The east terrace channel, dawn water running","background","","0,1,2,3","VARIANT","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/cinematic/storywide/ashen-east-channel-dawn-v1.webp","Integrated supported story-state variant: ashenChannelDawn. See production.json for reference lock and production brief."
"story-interlude-ashen-leaf-village-92/page:4/The Better Winter","src/data/story-interludes.ts:852","The east terrace channel, dawn water running","actor","Toma Reed","0,1,2,3","KEEP","5","/portraits/cinematic/toma-reed.webp?v=891202c8e","/portraits/cinematic/toma-reed.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-ashen-leaf-village-92/page:5/What They Saw","src/data/story-interludes.ts:862","The channel, doors opening along the terrace row","background","","0,1,2","VARIANT","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/cinematic/storywide/ashen-east-channel-dawn-v1.webp","Integrated supported story-state variant: ashenChannelDawn. See production.json for reference lock and production brief."
"story-interlude-ashen-leaf-village-92/page:5/What They Saw","src/data/story-interludes.ts:862","The channel, doors opening along the terrace row","actor","Toma Reed","0,1,2","KEEP","5","/portraits/cinematic/toma-reed.webp?v=891202c8e","/portraits/cinematic/toma-reed.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-ashen-leaf-village-92/page:6/The Dry Report","src/data/story-interludes.ts:869","The channel, a gray figure gone from the tree line","background","","0,1,2","VARIANT","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/cinematic/storywide/ashen-east-channel-dawn-v1.webp","Integrated supported story-state variant: ashenChannelDawn. See production.json for reference lock and production brief."
"story-interlude-ashen-leaf-village-92/page:6/The Dry Report","src/data/story-interludes.ts:869","The channel, a gray figure gone from the tree line","actor","Toma Reed","0,1,2","KEEP","5","/portraits/cinematic/toma-reed.webp?v=891202c8e","/portraits/cinematic/toma-reed.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-ashen-leaf-village-92/page:7/The Keeper of Records","src/data/story-interludes.ts:876","The road, Mori with a bound book and a second stack tied in survey string","background","","0,1,2,3,4","REMAP","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/story-interlude-ashen-leaf-village-92.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-interlude-ashen-leaf-village-92/page:7/The Keeper of Records","src/data/story-interludes.ts:876","The road, Mori with a bound book and a second stack tied in survey string","actor","Elder Mori","0,1,2,3,4","KEEP","5","/portraits/cinematic/elder-mori.webp?v=891202c8e","/portraits/cinematic/elder-mori.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-ashen-leaf-village-92/page:8/A Count That Argues","src/data/story-interludes.ts:887","Mori turning the east channel pages, wetting his thumb, losing his place once","background","","0,1,2","REMAP","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/story-interlude-ashen-leaf-village-92.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-interlude-ashen-leaf-village-92/page:8/A Count That Argues","src/data/story-interludes.ts:887","Mori turning the east channel pages, wetting his thumb, losing his place once","actor","Elder Mori","0,1,2","KEEP","5","/portraits/cinematic/elder-mori.webp?v=891202c8e","/portraits/cinematic/elder-mori.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-ashen-leaf-village-92/page:9/The Signatures","src/data/story-interludes.ts:894","His thumb on the carved housing plate","background","","0,1,2","VARIANT","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/cinematic/storywide/ashen-east-channel-dawn-v1.webp","Integrated supported story-state variant: ashenChannelDawn. See production.json for reference lock and production brief."
"story-interlude-ashen-leaf-village-92/page:9/The Signatures","src/data/story-interludes.ts:894","His thumb on the carved housing plate","actor","Elder Mori","0,1,2","KEEP","5","/portraits/cinematic/elder-mori.webp?v=891202c8e","/portraits/cinematic/elder-mori.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-ashen-leaf-village-92/page:10/The Third Figure","src/data/story-interludes.ts:901","The road's bend, a survey officer waiting alone","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/story-interlude-ashen-leaf-village-92.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-interlude-ashen-leaf-village-92/page:11/The Village Behind You","src/data/story-interludes.ts:906","The tower road, doors opening along the row","background","","0,1,2,3","KEEP","5","/scenes/story/story-interlude-ashen-leaf-village-92.webp","/scenes/story/story-interlude-ashen-leaf-village-92.webp","Retain reviewed accurate artwork."
"story-interlude-ashen-leaf-village-92/page:11/The Village Behind You","src/data/story-interludes.ts:906","The tower road, doors opening along the row","actor","Toma Reed","0,1,2,3","KEEP","5","/portraits/cinematic/toma-reed.webp?v=891202c8e","/portraits/cinematic/toma-reed.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-20/page:0/Hazard Pay","src/data/story-interludes.ts:919","Second roll call, a bare-wristed woman leaning on the roll stone","background","","0,1,2,3","VARIANT","3","/scenes/story/story-interlude-frostfang-village-20.webp","/scenes/story/cinematic/storywide/frostfang-roll-stone-v1.webp","Integrated supported story-state variant: frostIntake. See production.json for reference lock and production brief."
"story-interlude-frostfang-village-20/page:0/Hazard Pay","src/data/story-interludes.ts:919","Second roll call, a bare-wristed woman leaning on the roll stone","actor","Kite Harrow","0,1,2,3","KEEP","5","/portraits/cinematic/kite-harrow.webp?v=891202c8e","/portraits/cinematic/kite-harrow.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-20/page:1/The Outside View","src/data/story-interludes.ts:924","The wall walk, lantern lines humming overhead","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/frostfang-civic.webp","/scenes/story/story-interlude-frostfang-village-30.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-interlude-frostfang-village-20/page:1/The Outside View","src/data/story-interludes.ts:924","The wall walk, lantern lines humming overhead","actor","Kite Harrow","0,1,2,3","KEEP","5","/portraits/cinematic/kite-harrow.webp?v=891202c8e","/portraits/cinematic/kite-harrow.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-20/page:2/The Anomaly","src/data/story-interludes.ts:934","The watch fire, snow ticking into the flames","background","","0,1,2,3","REMAP","3","/scenes/story/story-interlude-frostfang-village-20.webp","/scenes/story/cinematic/storywide/frostfang-threshold.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-interlude-frostfang-village-20/page:2/The Anomaly","src/data/story-interludes.ts:934","The watch fire, snow ticking into the flames","actor","Kite Harrow","0,1,2,3","KEEP","5","/portraits/cinematic/kite-harrow.webp?v=891202c8e","/portraits/cinematic/kite-harrow.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-30/page:0/Nineteen Days","src/data/story-interludes.ts:945","The north tower at night watch, Yura with the roll book nobody assigned","background","","0,1,2,3","KEEP","5","/scenes/story/story-interlude-frostfang-village-30.webp","/scenes/story/story-interlude-frostfang-village-30.webp","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-30/page:0/Nineteen Days","src/data/story-interludes.ts:945","The north tower at night watch, Yura with the roll book nobody assigned","actor","Captain Yura","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/captain-yura.webp?v=891202c8e","/portraits/cinematic/storywide/captain-yura.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-30/page:1/The Struck Roll","src/data/story-interludes.ts:950","The tower rail, four names said into falling snow","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/frostfang-civic.webp","/scenes/story/story-interlude-frostfang-village-30.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-interlude-frostfang-village-30/page:1/The Struck Roll","src/data/story-interludes.ts:950","The tower rail, four names said into falling snow","actor","Captain Yura","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/captain-yura.webp?v=891202c8e","/portraits/cinematic/storywide/captain-yura.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-30/page:2/The Left Glove","src/data/story-interludes.ts:955","The tower rail, snow collecting along the stone","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/frostfang-civic.webp","/scenes/story/story-interlude-frostfang-village-30.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-interlude-frostfang-village-30/page:2/The Left Glove","src/data/story-interludes.ts:955","The tower rail, snow collecting along the stone","actor","Captain Yura","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/captain-yura.webp?v=891202c8e","/portraits/cinematic/storywide/captain-yura.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-30/page:3/What You Do With Knowing","src/data/story-interludes.ts:960","The tower, the roll book closing, snow easing","background","","0,1,2,3","KEEP","5","/scenes/story/story-interlude-frostfang-village-30.webp","/scenes/story/story-interlude-frostfang-village-30.webp","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-30/page:3/What You Do With Knowing","src/data/story-interludes.ts:960","The tower, the roll book closing, snow easing","actor","Captain Yura","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/captain-yura.webp?v=891202c8e","/portraits/cinematic/storywide/captain-yura.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-42/page:0/Evening Check","src/data/story-interludes.ts:971","The east gate at evening check, Private Essen in the line, loud","background","","0,1,2,3","KEEP","5","/scenes/story/story-interlude-frostfang-village-42.webp","/scenes/story/story-interlude-frostfang-village-42.webp","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-42/page:1/A Half Count Long","src/data/story-interludes.ts:976","The gate plate, Sova's thumb resting on Essen's wrist","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/frostfang-threshold.webp","/scenes/story/story-interlude-frostfang-village-42.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-interlude-frostfang-village-42/page:2/The Direction of Frost","src/data/story-interludes.ts:981","The gate's shadow, Yura fallen in beside you, voice low","background","","0,1,2,3","KEEP","5","/scenes/story/story-interlude-frostfang-village-42.webp","/scenes/story/story-interlude-frostfang-village-42.webp","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-42/page:2/The Direction of Frost","src/data/story-interludes.ts:981","The gate's shadow, Yura fallen in beside you, voice low","actor","Captain Yura","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/captain-yura.webp?v=891202c8e","/portraits/cinematic/storywide/captain-yura.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-interlude-frostfang-village-58/page:0/The Records Room","src/data/story-interludes.ts:992","Sova's records room, ledgers to the ceiling, the vault's meter humming in the floor","background","","0,1,2,3,4","REPLACE","3","/scenes/story/story-interlude-frostfang-village-58.webp","/scenes/story/cinematic/storywide/frostfang-records-room-v1.webp","Integrated reviewed replacement: sovaRecordsCrop. See production.json for reference lock and production brief."
